,Lon,Lat,grid_coords
2705,-84.125,10.375,"(41, 37)"
2706,-84.125,10.625,"(42, 37)"
2707,-84.125,10.875,"(43, 37)"
2708,-84.125,11.125,"(44, 37)"
2709,-84.125,11.375,"(45, 37)"
2710,-84.125,11.625,"(46, 37)"
2711,-84.125,11.875,"(47, 37)"
2712,-84.125,12.125,"(48, 37)"
2713,-84.125,12.375,"(49, 37)"
2714,-84.125,12.625,"(50, 37)"
2715,-84.125,12.875,"(51, 37)"
2716,-84.125,13.125,"(52, 37)"
2717,-84.125,13.375,"(53, 37)"
2718,-84.125,13.625,"(54, 37)"
2719,-84.125,13.875,"(55, 37)"
2720,-84.125,14.125,"(56, 37)"
2721,-84.125,14.375,"(57, 37)"
2722,-84.125,14.625,"(58, 37)"
2723,-84.125,14.875,"(59, 37)"
2724,-84.125,15.125,"(60, 37)"
2725,-84.125,15.375,"(61, 37)"
2726,-84.125,15.625,"(62, 37)"
2727,-84.125,15.875,"(63, 37)"
2728,-84.125,16.125,"(64, 37)"
2729,-84.125,16.375,"(65, 37)"
2730,-84.125,16.625,"(66, 37)"
2731,-84.125,16.875,"(67, 37)"
2732,-84.125,17.125,"(68, 37)"
2733,-84.125,17.375,"(69, 37)"
2734,-84.125,17.625,"(70, 37)"
2735,-84.125,17.875,"(71, 37)"
2736,-83.875,0.125,"(0, 38)"
2737,-83.875,0.375,"(1, 38)"
2738,-83.875,0.625,"(2, 38)"
2739,-83.875,0.875,"(3, 38)"
2740,-83.875,1.125,"(4, 38)"
2741,-83.875,1.375,"(5, 38)"
2742,-83.875,1.625,"(6, 38)"
2743,-83.875,1.875,"(7, 38)"
2744,-83.875,2.125,"(8, 38)"
2745,-83.875,2.375,"(9, 38)"
2746,-83.875,2.625,"(10, 38)"
2747,-83.875,2.875,"(11, 38)"
2748,-83.875,3.125,"(12, 38)"
2749,-83.875,3.375,"(13, 38)"
2750,-83.875,3.625,"(14, 38)"
2751,-83.875,3.875,"(15, 38)"
2752,-83.875,4.125,"(16, 38)"
2753,-83.875,4.375,"(17, 38)"
2754,-83.875,4.625,"(18, 38)"
2755,-83.875,4.875,"(19, 38)"
2756,-83.875,5.125,"(20, 38)"
2757,-83.875,5.375,"(21, 38)"
2758,-83.875,5.625,"(22, 38)"
2759,-83.875,5.875,"(23, 38)"
2760,-83.875,6.125,"(24, 38)"
2761,-83.875,6.375,"(25, 38)"
2762,-83.875,6.625,"(26, 38)"
2763,-83.875,6.875,"(27, 38)"
2764,-83.875,7.125,"(28, 38)"
2765,-83.875,7.375,"(29, 38)"
2766,-83.875,7.625,"(30, 38)"
2767,-83.875,7.875,"(31, 38)"
2768,-83.875,8.125,"(32, 38)"
2769,-83.875,8.375,"(33, 38)"
2770,-83.875,8.625,"(34, 38)"
2771,-83.875,8.875,"(35, 38)"
2772,-83.875,9.125,"(36, 38)"
2773,-83.875,9.375,"(37, 38)"
2774,-83.875,9.625,"(38, 38)"
2775,-83.875,9.875,"(39, 38)"
2776,-83.875,10.125,"(40, 38)"
2777,-83.875,10.375,"(41, 38)"
2778,-83.875,10.625,"(42, 38)"
2779,-83.875,10.875,"(43, 38)"
2780,-83.875,11.125,"(44, 38)"
2781,-83.875,11.375,"(45, 38)"
2782,-83.875,11.625,"(46, 38)"
2783,-83.875,11.875,"(47, 38)"
2784,-83.875,12.125,"(48, 38)"
2785,-83.875,12.375,"(49, 38)"
2786,-83.875,12.625,"(50, 38)"
2787,-83.875,12.875,"(51, 38)"
2788,-83.875,13.125,"(52, 38)"
2789,-83.875,13.375,"(53, 38)"
2790,-83.875,13.625,"(54, 38)"
2791,-83.875,13.875,"(55, 38)"
2792,-83.875,14.125,"(56, 38)"
2793,-83.875,14.375,"(57, 38)"
2794,-83.875,14.625,"(58, 38)"
2795,-83.875,14.875,"(59, 38)"
2796,-83.875,15.125,"(60, 38)"
2797,-83.875,15.375,"(61, 38)"
2798,-83.875,15.625,"(62, 38)"
2799,-83.875,15.875,"(63, 38)"
2800,-83.875,16.125,"(64, 38)"
2801,-83.875,16.375,"(65, 38)"
2802,-83.875,16.625,"(66, 38)"
2803,-83.875,16.875,"(67, 38)"
2804,-83.875,17.125,"(68, 38)"
2805,-83.875,17.375,"(69, 38)"
2806,-83.875,17.625,"(70, 38)"
2807,-83.875,17.875,"(71, 38)"
2808,-83.625,0.125,"(0, 39)"
2809,-83.625,0.375,"(1, 39)"
2810,-83.625,0.625,"(2, 39)"
2811,-83.625,0.875,"(3, 39)"
2812,-83.625,1.125,"(4, 39)"
2813,-83.625,1.375,"(5, 39)"
2814,-83.625,1.625,"(6, 39)"
2815,-83.625,1.875,"(7, 39)"
2816,-83.625,2.125,"(8, 39)"
2817,-83.625,2.375,"(9, 39)"
2818,-83.625,2.625,"(10, 39)"
2819,-83.625,2.875,"(11, 39)"
2820,-83.625,3.125,"(12, 39)"
2821,-83.625,3.375,"(13, 39)"
2822,-83.625,3.625,"(14, 39)"
2823,-83.625,3.875,"(15, 39)"
2824,-83.625,4.125,"(16, 39)"
2825,-83.625,4.375,"(17, 39)"
2826,-83.625,4.625,"(18, 39)"
2827,-83.625,4.875,"(19, 39)"
2828,-83.625,5.125,"(20, 39)"
2829,-83.625,5.375,"(21, 39)"
2830,-83.625,5.625,"(22, 39)"
2831,-83.625,5.875,"(23, 39)"
2832,-83.625,6.125,"(24, 39)"
2833,-83.625,6.375,"(25, 39)"
2834,-83.625,6.625,"(26, 39)"
2835,-83.625,6.875,"(27, 39)"
2836,-83.625,7.125,"(28, 39)"
2837,-83.625,7.375,"(29, 39)"
2838,-83.625,7.625,"(30, 39)"
2839,-83.625,7.875,"(31, 39)"
2840,-83.625,8.125,"(32, 39)"
2841,-83.625,8.375,"(33, 39)"
2842,-83.625,8.625,"(34, 39)"
2843,-83.625,8.875,"(35, 39)"
2844,-83.625,9.125,"(36, 39)"
2845,-83.625,9.375,"(37, 39)"
2846,-83.625,9.625,"(38, 39)"
2847,-83.625,9.875,"(39, 39)"
2848,-83.625,10.125,"(40, 39)"
2849,-83.625,10.375,"(41, 39)"
2850,-83.625,10.625,"(42, 39)"
2851,-83.625,10.875,"(43, 39)"
2852,-83.625,11.125,"(44, 39)"
2853,-83.625,11.375,"(45, 39)"
2854,-83.625,11.625,"(46, 39)"
2855,-83.625,11.875,"(47, 39)"
2856,-83.625,12.125,"(48, 39)"
2857,-83.625,12.375,"(49, 39)"
2858,-83.625,12.625,"(50, 39)"
2859,-83.625,12.875,"(51, 39)"
2860,-83.625,13.125,"(52, 39)"
2861,-83.625,13.375,"(53, 39)"
2862,-83.625,13.625,"(54, 39)"
2863,-83.625,13.875,"(55, 39)"
2864,-83.625,14.125,"(56, 39)"
2865,-83.625,14.375,"(57, 39)"
2866,-83.625,14.625,"(58, 39)"
2867,-83.625,14.875,"(59, 39)"
2868,-83.625,15.125,"(60, 39)"
2869,-83.625,15.375,"(61, 39)"
2870,-83.625,15.625,"(62, 39)"
2871,-83.625,15.875,"(63, 39)"
2872,-83.625,16.125,"(64, 39)"
2873,-83.625,16.375,"(65, 39)"
2874,-83.625,16.625,"(66, 39)"
2875,-83.625,16.875,"(67, 39)"
2876,-83.625,17.125,"(68, 39)"
2877,-83.625,17.375,"(69, 39)"
2878,-83.625,17.625,"(70, 39)"
2879,-83.625,17.875,"(71, 39)"
2880,-83.375,0.125,"(0, 40)"
2881,-83.375,0.375,"(1, 40)"
2882,-83.375,0.625,"(2, 40)"
2883,-83.375,0.875,"(3, 40)"
2884,-83.375,1.125,"(4, 40)"
2885,-83.375,1.375,"(5, 40)"
2886,-83.375,1.625,"(6, 40)"
2887,-83.375,1.875,"(7, 40)"
2888,-83.375,2.125,"(8, 40)"
2889,-83.375,2.375,"(9, 40)"
2890,-83.375,2.625,"(10, 40)"
2891,-83.375,2.875,"(11, 40)"
2892,-83.375,3.125,"(12, 40)"
2893,-83.375,3.375,"(13, 40)"
2894,-83.375,3.625,"(14, 40)"
2895,-83.375,3.875,"(15, 40)"
2896,-83.375,4.125,"(16, 40)"
2897,-83.375,4.375,"(17, 40)"
2898,-83.375,4.625,"(18, 40)"
2899,-83.375,4.875,"(19, 40)"
2900,-83.375,5.125,"(20, 40)"
2901,-83.375,5.375,"(21, 40)"
2902,-83.375,5.625,"(22, 40)"
2903,-83.375,5.875,"(23, 40)"
2904,-83.375,6.125,"(24, 40)"
2905,-83.375,6.375,"(25, 40)"
2906,-83.375,6.625,"(26, 40)"
2907,-83.375,6.875,"(27, 40)"
2908,-83.375,7.125,"(28, 40)"
2909,-83.375,7.375,"(29, 40)"
2910,-83.375,7.625,"(30, 40)"
2911,-83.375,7.875,"(31, 40)"
2912,-83.375,8.125,"(32, 40)"
2913,-83.375,8.375,"(33, 40)"
2914,-83.375,8.625,"(34, 40)"
2915,-83.375,8.875,"(35, 40)"
2916,-83.375,9.125,"(36, 40)"
2917,-83.375,9.375,"(37, 40)"
2918,-83.375,9.625,"(38, 40)"
2919,-83.375,9.875,"(39, 40)"
2920,-83.375,10.125,"(40, 40)"
2921,-83.375,10.375,"(41, 40)"
2922,-83.375,10.625,"(42, 40)"
2923,-83.375,10.875,"(43, 40)"
2924,-83.375,11.125,"(44, 40)"
2925,-83.375,11.375,"(45, 40)"
2926,-83.375,11.625,"(46, 40)"
2927,-83.375,11.875,"(47, 40)"
2928,-83.375,12.125,"(48, 40)"
2929,-83.375,12.375,"(49, 40)"
2930,-83.375,12.625,"(50, 40)"
2931,-83.375,12.875,"(51, 40)"
2932,-83.375,13.125,"(52, 40)"
2933,-83.375,13.375,"(53, 40)"
2934,-83.375,13.625,"(54, 40)"
2935,-83.375,13.875,"(55, 40)"
2936,-83.375,14.125,"(56, 40)"
2937,-83.375,14.375,"(57, 40)"
2938,-83.375,14.625,"(58, 40)"
2939,-83.375,14.875,"(59, 40)"
2940,-83.375,15.125,"(60, 40)"
2941,-83.375,15.375,"(61, 40)"
2942,-83.375,15.625,"(62, 40)"
2943,-83.375,15.875,"(63, 40)"
2944,-83.375,16.125,"(64, 40)"
2945,-83.375,16.375,"(65, 40)"
2946,-83.375,16.625,"(66, 40)"
2947,-83.375,16.875,"(67, 40)"
2948,-83.375,17.125,"(68, 40)"
2949,-83.375,17.375,"(69, 40)"
2950,-83.375,17.625,"(70, 40)"
2951,-83.375,17.875,"(71, 40)"
2952,-83.125,0.125,"(0, 41)"
2953,-83.125,0.375,"(1, 41)"
2954,-83.125,0.625,"(2, 41)"
2955,-83.125,0.875,"(3, 41)"
2956,-83.125,1.125,"(4, 41)"
2957,-83.125,1.375,"(5, 41)"
2958,-83.125,1.625,"(6, 41)"
2959,-83.125,1.875,"(7, 41)"
2960,-83.125,2.125,"(8, 41)"
2961,-83.125,2.375,"(9, 41)"
2962,-83.125,2.625,"(10, 41)"
2963,-83.125,2.875,"(11, 41)"
2964,-83.125,3.125,"(12, 41)"
2965,-83.125,3.375,"(13, 41)"
2966,-83.125,3.625,"(14, 41)"
2967,-83.125,3.875,"(15, 41)"
2968,-83.125,4.125,"(16, 41)"
2969,-83.125,4.375,"(17, 41)"
2970,-83.125,4.625,"(18, 41)"
2971,-83.125,4.875,"(19, 41)"
2972,-83.125,5.125,"(20, 41)"
2973,-83.125,5.375,"(21, 41)"
2974,-83.125,5.625,"(22, 41)"
2975,-83.125,5.875,"(23, 41)"
2976,-83.125,6.125,"(24, 41)"
2977,-83.125,6.375,"(25, 41)"
2978,-83.125,6.625,"(26, 41)"
2979,-83.125,6.875,"(27, 41)"
2980,-83.125,7.125,"(28, 41)"
2981,-83.125,7.375,"(29, 41)"
2982,-83.125,7.625,"(30, 41)"
2983,-83.125,7.875,"(31, 41)"
2984,-83.125,8.125,"(32, 41)"
2985,-83.125,8.375,"(33, 41)"
2986,-83.125,8.625,"(34, 41)"
2987,-83.125,8.875,"(35, 41)"
2988,-83.125,9.125,"(36, 41)"
2989,-83.125,9.375,"(37, 41)"
2990,-83.125,9.625,"(38, 41)"
2991,-83.125,9.875,"(39, 41)"
2992,-83.125,10.125,"(40, 41)"
2993,-83.125,10.375,"(41, 41)"
2994,-83.125,10.625,"(42, 41)"
2995,-83.125,10.875,"(43, 41)"
2996,-83.125,11.125,"(44, 41)"
2997,-83.125,11.375,"(45, 41)"
2998,-83.125,11.625,"(46, 41)"
2999,-83.125,11.875,"(47, 41)"
3000,-83.125,12.125,"(48, 41)"
3001,-83.125,12.375,"(49, 41)"
3002,-83.125,12.625,"(50, 41)"
3003,-83.125,12.875,"(51, 41)"
3004,-83.125,13.125,"(52, 41)"
3005,-83.125,13.375,"(53, 41)"
3006,-83.125,13.625,"(54, 41)"
3007,-83.125,13.875,"(55, 41)"
3008,-83.125,14.125,"(56, 41)"
3009,-83.125,14.375,"(57, 41)"
3010,-83.125,14.625,"(58, 41)"
3011,-83.125,14.875,"(59, 41)"
3012,-83.125,15.125,"(60, 41)"
3013,-83.125,15.375,"(61, 41)"
3014,-83.125,15.625,"(62, 41)"
3015,-83.125,15.875,"(63, 41)"
3016,-83.125,16.125,"(64, 41)"
3017,-83.125,16.375,"(65, 41)"
3018,-83.125,16.625,"(66, 41)"
3019,-83.125,16.875,"(67, 41)"
3020,-83.125,17.125,"(68, 41)"
3021,-83.125,17.375,"(69, 41)"
3022,-83.125,17.625,"(70, 41)"
3023,-83.125,17.875,"(71, 41)"
3024,-82.875,0.125,"(0, 42)"
3025,-82.875,0.375,"(1, 42)"
3026,-82.875,0.625,"(2, 42)"
3027,-82.875,0.875,"(3, 42)"
3028,-82.875,1.125,"(4, 42)"
3029,-82.875,1.375,"(5, 42)"
3030,-82.875,1.625,"(6, 42)"
3031,-82.875,1.875,"(7, 42)"
3032,-82.875,2.125,"(8, 42)"
3033,-82.875,2.375,"(9, 42)"
3034,-82.875,2.625,"(10, 42)"
3035,-82.875,2.875,"(11, 42)"
3036,-82.875,3.125,"(12, 42)"
3037,-82.875,3.375,"(13, 42)"
3038,-82.875,3.625,"(14, 42)"
3039,-82.875,3.875,"(15, 42)"
3040,-82.875,4.125,"(16, 42)"
3041,-82.875,4.375,"(17, 42)"
3042,-82.875,4.625,"(18, 42)"
3043,-82.875,4.875,"(19, 42)"
3044,-82.875,5.125,"(20, 42)"
3045,-82.875,5.375,"(21, 42)"
3046,-82.875,5.625,"(22, 42)"
3047,-82.875,5.875,"(23, 42)"
3048,-82.875,6.125,"(24, 42)"
3049,-82.875,6.375,"(25, 42)"
3050,-82.875,6.625,"(26, 42)"
3051,-82.875,6.875,"(27, 42)"
3052,-82.875,7.125,"(28, 42)"
3053,-82.875,7.375,"(29, 42)"
3054,-82.875,7.625,"(30, 42)"
3055,-82.875,7.875,"(31, 42)"
3056,-82.875,8.125,"(32, 42)"
3057,-82.875,8.375,"(33, 42)"
3058,-82.875,8.625,"(34, 42)"
3059,-82.875,8.875,"(35, 42)"
3060,-82.875,9.125,"(36, 42)"
3061,-82.875,9.375,"(37, 42)"
3062,-82.875,9.625,"(38, 42)"
3063,-82.875,9.875,"(39, 42)"
3064,-82.875,10.125,"(40, 42)"
3065,-82.875,10.375,"(41, 42)"
3066,-82.875,10.625,"(42, 42)"
3067,-82.875,10.875,"(43, 42)"
3068,-82.875,11.125,"(44, 42)"
3069,-82.875,11.375,"(45, 42)"
3070,-82.875,11.625,"(46, 42)"
3071,-82.875,11.875,"(47, 42)"
3072,-82.875,12.125,"(48, 42)"
3073,-82.875,12.375,"(49, 42)"
3074,-82.875,12.625,"(50, 42)"
3075,-82.875,12.875,"(51, 42)"
3076,-82.875,13.125,"(52, 42)"
3077,-82.875,13.375,"(53, 42)"
3078,-82.875,13.625,"(54, 42)"
3079,-82.875,13.875,"(55, 42)"
3080,-82.875,14.125,"(56, 42)"
3081,-82.875,14.375,"(57, 42)"
3082,-82.875,14.625,"(58, 42)"
3083,-82.875,14.875,"(59, 42)"
3084,-82.875,15.125,"(60, 42)"
3085,-82.875,15.375,"(61, 42)"
3086,-82.875,15.625,"(62, 42)"
3087,-82.875,15.875,"(63, 42)"
3088,-82.875,16.125,"(64, 42)"
3089,-82.875,16.375,"(65, 42)"
3090,-82.875,16.625,"(66, 42)"
3091,-82.875,16.875,"(67, 42)"
3092,-82.875,17.125,"(68, 42)"
3093,-82.875,17.375,"(69, 42)"
3094,-82.875,17.625,"(70, 42)"
3095,-82.875,17.875,"(71, 42)"
3096,-82.625,0.125,"(0, 43)"
3097,-82.625,0.375,"(1, 43)"
3098,-82.625,0.625,"(2, 43)"
3099,-82.625,0.875,"(3, 43)"
3100,-82.625,1.125,"(4, 43)"
3101,-82.625,1.375,"(5, 43)"
3102,-82.625,1.625,"(6, 43)"
3103,-82.625,1.875,"(7, 43)"
3104,-82.625,2.125,"(8, 43)"
3105,-82.625,2.375,"(9, 43)"
3106,-82.625,2.625,"(10, 43)"
3107,-82.625,2.875,"(11, 43)"
3108,-82.625,3.125,"(12, 43)"
3109,-82.625,3.375,"(13, 43)"
3110,-82.625,3.625,"(14, 43)"
3111,-82.625,3.875,"(15, 43)"
3112,-82.625,4.125,"(16, 43)"
3113,-82.625,4.375,"(17, 43)"
3114,-82.625,4.625,"(18, 43)"
3115,-82.625,4.875,"(19, 43)"
3116,-82.625,5.125,"(20, 43)"
3117,-82.625,5.375,"(21, 43)"
3118,-82.625,5.625,"(22, 43)"
3119,-82.625,5.875,"(23, 43)"
3120,-82.625,6.125,"(24, 43)"
3121,-82.625,6.375,"(25, 43)"
3122,-82.625,6.625,"(26, 43)"
3123,-82.625,6.875,"(27, 43)"
3124,-82.625,7.125,"(28, 43)"
3125,-82.625,7.375,"(29, 43)"
3126,-82.625,7.625,"(30, 43)"
3127,-82.625,7.875,"(31, 43)"
3128,-82.625,8.125,"(32, 43)"
3129,-82.625,8.375,"(33, 43)"
3130,-82.625,8.625,"(34, 43)"
3131,-82.625,8.875,"(35, 43)"
3132,-82.625,9.125,"(36, 43)"
3133,-82.625,9.375,"(37, 43)"
3134,-82.625,9.625,"(38, 43)"
3135,-82.625,9.875,"(39, 43)"
3136,-82.625,10.125,"(40, 43)"
3137,-82.625,10.375,"(41, 43)"
3138,-82.625,10.625,"(42, 43)"
3139,-82.625,10.875,"(43, 43)"
3140,-82.625,11.125,"(44, 43)"
3141,-82.625,11.375,"(45, 43)"
3142,-82.625,11.625,"(46, 43)"
3143,-82.625,11.875,"(47, 43)"
3144,-82.625,12.125,"(48, 43)"
3145,-82.625,12.375,"(49, 43)"
3146,-82.625,12.625,"(50, 43)"
3147,-82.625,12.875,"(51, 43)"
3148,-82.625,13.125,"(52, 43)"
3149,-82.625,13.375,"(53, 43)"
3150,-82.625,13.625,"(54, 43)"
3151,-82.625,13.875,"(55, 43)"
3152,-82.625,14.125,"(56, 43)"
3153,-82.625,14.375,"(57, 43)"
3154,-82.625,14.625,"(58, 43)"
3155,-82.625,14.875,"(59, 43)"
3156,-82.625,15.125,"(60, 43)"
3157,-82.625,15.375,"(61, 43)"
3158,-82.625,15.625,"(62, 43)"
3159,-82.625,15.875,"(63, 43)"
3160,-82.625,16.125,"(64, 43)"
3161,-82.625,16.375,"(65, 43)"
3162,-82.625,16.625,"(66, 43)"
3163,-82.625,16.875,"(67, 43)"
3164,-82.625,17.125,"(68, 43)"
3165,-82.625,17.375,"(69, 43)"
3166,-82.625,17.625,"(70, 43)"
3167,-82.625,17.875,"(71, 43)"
3168,-82.375,0.125,"(0, 44)"
3169,-82.375,0.375,"(1, 44)"
3170,-82.375,0.625,"(2, 44)"
3171,-82.375,0.875,"(3, 44)"
3172,-82.375,1.125,"(4, 44)"
3173,-82.375,1.375,"(5, 44)"
3174,-82.375,1.625,"(6, 44)"
3175,-82.375,1.875,"(7, 44)"
3176,-82.375,2.125,"(8, 44)"
3177,-82.375,2.375,"(9, 44)"
3178,-82.375,2.625,"(10, 44)"
3179,-82.375,2.875,"(11, 44)"
3180,-82.375,3.125,"(12, 44)"
3181,-82.375,3.375,"(13, 44)"
3182,-82.375,3.625,"(14, 44)"
3183,-82.375,3.875,"(15, 44)"
3184,-82.375,4.125,"(16, 44)"
3185,-82.375,4.375,"(17, 44)"
3186,-82.375,4.625,"(18, 44)"
3187,-82.375,4.875,"(19, 44)"
3188,-82.375,5.125,"(20, 44)"
3189,-82.375,5.375,"(21, 44)"
3190,-82.375,5.625,"(22, 44)"
3191,-82.375,5.875,"(23, 44)"
3192,-82.375,6.125,"(24, 44)"
3193,-82.375,6.375,"(25, 44)"
3194,-82.375,6.625,"(26, 44)"
3195,-82.375,6.875,"(27, 44)"
3196,-82.375,7.125,"(28, 44)"
3197,-82.375,7.375,"(29, 44)"
3198,-82.375,7.625,"(30, 44)"
3199,-82.375,7.875,"(31, 44)"
3200,-82.375,8.125,"(32, 44)"
3201,-82.375,8.375,"(33, 44)"
3202,-82.375,8.625,"(34, 44)"
3203,-82.375,8.875,"(35, 44)"
3204,-82.375,9.125,"(36, 44)"
3205,-82.375,9.375,"(37, 44)"
3206,-82.375,9.625,"(38, 44)"
3207,-82.375,9.875,"(39, 44)"
3208,-82.375,10.125,"(40, 44)"
3209,-82.375,10.375,"(41, 44)"
3210,-82.375,10.625,"(42, 44)"
3211,-82.375,10.875,"(43, 44)"
3212,-82.375,11.125,"(44, 44)"
3213,-82.375,11.375,"(45, 44)"
3214,-82.375,11.625,"(46, 44)"
3215,-82.375,11.875,"(47, 44)"
3216,-82.375,12.125,"(48, 44)"
3217,-82.375,12.375,"(49, 44)"
3218,-82.375,12.625,"(50, 44)"
3219,-82.375,12.875,"(51, 44)"
3220,-82.375,13.125,"(52, 44)"
3221,-82.375,13.375,"(53, 44)"
3222,-82.375,13.625,"(54, 44)"
3223,-82.375,13.875,"(55, 44)"
3224,-82.375,14.125,"(56, 44)"
3225,-82.375,14.375,"(57, 44)"
3226,-82.375,14.625,"(58, 44)"
3227,-82.375,14.875,"(59, 44)"
3228,-82.375,15.125,"(60, 44)"
3229,-82.375,15.375,"(61, 44)"
3230,-82.375,15.625,"(62, 44)"
3231,-82.375,15.875,"(63, 44)"
3232,-82.375,16.125,"(64, 44)"
3233,-82.375,16.375,"(65, 44)"
3234,-82.375,16.625,"(66, 44)"
3235,-82.375,16.875,"(67, 44)"
3236,-82.375,17.125,"(68, 44)"
3237,-82.375,17.375,"(69, 44)"
3238,-82.375,17.625,"(70, 44)"
3239,-82.375,17.875,"(71, 44)"
3240,-82.125,0.125,"(0, 45)"
3241,-82.125,0.375,"(1, 45)"
3242,-82.125,0.625,"(2, 45)"
3243,-82.125,0.875,"(3, 45)"
3244,-82.125,1.125,"(4, 45)"
3245,-82.125,1.375,"(5, 45)"
3246,-82.125,1.625,"(6, 45)"
3247,-82.125,1.875,"(7, 45)"
3248,-82.125,2.125,"(8, 45)"
3249,-82.125,2.375,"(9, 45)"
3250,-82.125,2.625,"(10, 45)"
3251,-82.125,2.875,"(11, 45)"
3252,-82.125,3.125,"(12, 45)"
3253,-82.125,3.375,"(13, 45)"
3254,-82.125,3.625,"(14, 45)"
3255,-82.125,3.875,"(15, 45)"
3256,-82.125,4.125,"(16, 45)"
3257,-82.125,4.375,"(17, 45)"
3258,-82.125,4.625,"(18, 45)"
3259,-82.125,4.875,"(19, 45)"
3260,-82.125,5.125,"(20, 45)"
3261,-82.125,5.375,"(21, 45)"
3262,-82.125,5.625,"(22, 45)"
3263,-82.125,5.875,"(23, 45)"
3264,-82.125,6.125,"(24, 45)"
3265,-82.125,6.375,"(25, 45)"
3266,-82.125,6.625,"(26, 45)"
3267,-82.125,6.875,"(27, 45)"
3268,-82.125,7.125,"(28, 45)"
3269,-82.125,7.375,"(29, 45)"
3270,-82.125,7.625,"(30, 45)"
3271,-82.125,7.875,"(31, 45)"
3272,-82.125,8.125,"(32, 45)"
3273,-82.125,8.375,"(33, 45)"
3274,-82.125,8.625,"(34, 45)"
3275,-82.125,8.875,"(35, 45)"
3276,-82.125,9.125,"(36, 45)"
3277,-82.125,9.375,"(37, 45)"
3278,-82.125,9.625,"(38, 45)"
3279,-82.125,9.875,"(39, 45)"
3280,-82.125,10.125,"(40, 45)"
3281,-82.125,10.375,"(41, 45)"
3282,-82.125,10.625,"(42, 45)"
3283,-82.125,10.875,"(43, 45)"
3284,-82.125,11.125,"(44, 45)"
3285,-82.125,11.375,"(45, 45)"
3286,-82.125,11.625,"(46, 45)"
3287,-82.125,11.875,"(47, 45)"
3288,-82.125,12.125,"(48, 45)"
3289,-82.125,12.375,"(49, 45)"
3290,-82.125,12.625,"(50, 45)"
3291,-82.125,12.875,"(51, 45)"
3292,-82.125,13.125,"(52, 45)"
3293,-82.125,13.375,"(53, 45)"
3294,-82.125,13.625,"(54, 45)"
3295,-82.125,13.875,"(55, 45)"
3296,-82.125,14.125,"(56, 45)"
3297,-82.125,14.375,"(57, 45)"
3298,-82.125,14.625,"(58, 45)"
3299,-82.125,14.875,"(59, 45)"
3300,-82.125,15.125,"(60, 45)"
3301,-82.125,15.375,"(61, 45)"
3302,-82.125,15.625,"(62, 45)"
3303,-82.125,15.875,"(63, 45)"
3304,-82.125,16.125,"(64, 45)"
3305,-82.125,16.375,"(65, 45)"
3306,-82.125,16.625,"(66, 45)"
3307,-82.125,16.875,"(67, 45)"
3308,-82.125,17.125,"(68, 45)"
3309,-82.125,17.375,"(69, 45)"
3310,-82.125,17.625,"(70, 45)"
3311,-82.125,17.875,"(71, 45)"
3312,-81.875,0.125,"(0, 46)"
3313,-81.875,0.375,"(1, 46)"
3314,-81.875,0.625,"(2, 46)"
3315,-81.875,0.875,"(3, 46)"
3316,-81.875,1.125,"(4, 46)"
3317,-81.875,1.375,"(5, 46)"
3318,-81.875,1.625,"(6, 46)"
3319,-81.875,1.875,"(7, 46)"
3320,-81.875,2.125,"(8, 46)"
3321,-81.875,2.375,"(9, 46)"
3322,-81.875,2.625,"(10, 46)"
3323,-81.875,2.875,"(11, 46)"
3324,-81.875,3.125,"(12, 46)"
3325,-81.875,3.375,"(13, 46)"
3326,-81.875,3.625,"(14, 46)"
3327,-81.875,3.875,"(15, 46)"
3328,-81.875,4.125,"(16, 46)"
3329,-81.875,4.375,"(17, 46)"
3330,-81.875,4.625,"(18, 46)"
3331,-81.875,4.875,"(19, 46)"
3332,-81.875,5.125,"(20, 46)"
3333,-81.875,5.375,"(21, 46)"
3334,-81.875,5.625,"(22, 46)"
3335,-81.875,5.875,"(23, 46)"
3336,-81.875,6.125,"(24, 46)"
3337,-81.875,6.375,"(25, 46)"
3338,-81.875,6.625,"(26, 46)"
3339,-81.875,6.875,"(27, 46)"
3340,-81.875,7.125,"(28, 46)"
3341,-81.875,7.375,"(29, 46)"
3342,-81.875,7.625,"(30, 46)"
3343,-81.875,7.875,"(31, 46)"
3344,-81.875,8.125,"(32, 46)"
3345,-81.875,8.375,"(33, 46)"
3346,-81.875,8.625,"(34, 46)"
3347,-81.875,8.875,"(35, 46)"
3348,-81.875,9.125,"(36, 46)"
3349,-81.875,9.375,"(37, 46)"
3350,-81.875,9.625,"(38, 46)"
3351,-81.875,9.875,"(39, 46)"
3352,-81.875,10.125,"(40, 46)"
3353,-81.875,10.375,"(41, 46)"
3354,-81.875,10.625,"(42, 46)"
3355,-81.875,10.875,"(43, 46)"
3356,-81.875,11.125,"(44, 46)"
3357,-81.875,11.375,"(45, 46)"
3358,-81.875,11.625,"(46, 46)"
3359,-81.875,11.875,"(47, 46)"
3360,-81.875,12.125,"(48, 46)"
3361,-81.875,12.375,"(49, 46)"
3362,-81.875,12.625,"(50, 46)"
3363,-81.875,12.875,"(51, 46)"
3364,-81.875,13.125,"(52, 46)"
3365,-81.875,13.375,"(53, 46)"
3366,-81.875,13.625,"(54, 46)"
3367,-81.875,13.875,"(55, 46)"
3368,-81.875,14.125,"(56, 46)"
3369,-81.875,14.375,"(57, 46)"
