idx,Longitude,Latitude
70,-85.625,4.375
70,-82.375,0.625
70,-87.375,4.625
70,-83.625,4.625
70,-83.125,3.875
70,-82.625,2.875
70,-86.625,0.375
70,-79.375,11.125
70,-84.875,9.625
70,-83.625,17.375
70,-82.125,13.625
70,-84.625,8.625
70,-82.625,4.625
70,-78.375,15.875
70,-80.625,4.875
70,-81.125,0.125
70,-80.875,6.375
70,-80.375,13.875
70,-77.875,13.625
70,-80.875,7.125
70,-80.625,15.375
70,-80.125,5.375
70,-80.125,6.125
70,-79.625,16.875
70,-79.625,9.875
70,-79.625,15.125
70,-81.875,8.125
70,-82.125,4.625
70,-78.375,10.125
70,-77.625,17.375
70,-83.125,5.625
70,-79.125,15.875
70,-82.375,6.625
70,-79.375,3.375
70,-79.625,5.625
70,-78.875,16.375
70,-77.375,13.375
70,-78.875,10.375
70,-78.375,14.375
70,-78.125,12.125
70,-78.375,14.625
70,-77.625,13.375
70,-77.625,14.625
70,-79.875,17.375
70,-80.375,16.875
70,-78.875,7.125
70,-76.375,13.375
70,-77.125,12.875
70,-80.375,9.375
70,-76.375,12.125
70,-76.375,13.375
70,-76.125,15.375
70,-76.125,13.875
70,-79.875,11.875
70,-77.125,10.125
70,-76.125,13.625
70,-76.375,14.375
70,-77.625,17.625
70,-76.875,10.875
70,-91.875,12.375
70,-93.125,6.875
70,-93.125,4.125
70,-92.625,8.375
70,-92.875,13.125
70,-92.625,6.625
70,-92.125,4.375
70,-93.125,11.875
70,-87.375,9.375
70,-93.375,14.875
70,-91.375,11.875
70,-91.375,12.625
70,-91.375,9.125
70,-90.625,9.375
70,-90.375,7.375
70,-90.125,9.375
70,-89.875,12.125
70,-89.875,8.875
70,-86.875,1.125
70,-89.625,4.625
70,-89.625,3.625
70,-89.125,6.375
70,-89.125,8.875
70,-89.375,4.875
70,-88.125,10.625
70,-88.875,3.125
70,-88.125,13.125
70,-87.125,6.875
70,-88.625,6.125
70,-84.875,16.125
70,-88.125,4.375
70,-88.375,7.375
70,-84.625,17.125
70,-89.625,9.375
70,-89.625,6.625
70,-83.875,15.375
70,-87.375,5.375
70,-84.375,15.875
70,-82.875,17.625
70,-83.125,15.125
70,-86.875,8.625
70,-83.125,15.125
70,-86.375,9.125
70,-86.625,17.125
70,-83.375,7.125
70,-89.125,10.875
70,-83.375,15.875
70,-85.875,8.375
70,-88.125,9.375
70,-85.625,9.875
70,-82.875,6.875
70,-87.125,17.125
70,-85.125,5.125
70,-82.875,7.875
70,-84.375,9.375
70,-83.875,16.375
70,-83.875,17.375
70,-81.125,6.125
70,-83.125,6.875
70,-80.125,17.625
70,-81.375,17.125
70,-85.375,9.625
70,-82.375,14.625
70,-85.375,6.625
70,-78.375,17.875
70,-82.125,16.125
70,-81.375,13.125
70,-80.125,8.125
70,-81.875,16.875
70,-81.875,1.375
70,-80.375,3.875
70,-81.375,13.625
70,-81.625,14.625
70,-80.875,12.875
70,-81.125,15.875
70,-83.875,16.625
70,-80.875,13.125
70,-77.875,14.375
70,-81.125,16.625
70,-80.375,3.375
70,-81.375,6.125
70,-79.375,13.125
70,-80.875,15.875
70,-79.875,10.875
70,-78.625,11.875
70,-82.125,4.125
70,-80.125,13.125
70,-77.625,14.625
70,-80.375,9.875
70,-80.125,14.625
70,-81.875,1.375
70,-80.375,3.125
70,-81.375,7.375
70,-78.625,12.875
70,-80.875,14.875
70,-79.375,13.125
70,-79.875,13.625
70,-81.375,15.375
70,-79.375,14.625
70,-79.625,2.125
70,-80.875,17.125
70,-79.625,7.125
70,-83.125,16.125
70,-82.625,16.875
70,-78.375,10.375
70,-82.125,8.125
70,-78.625,14.875
70,-81.875,15.875
70,-75.875,11.875
70,-77.625,16.875
70,-77.625,14.875
70,-79.625,11.375
70,-80.625,16.375
70,-76.125,10.375
70,-78.125,17.875
70,-79.875,10.875
70,-76.625,17.625
70,-79.375,11.875
70,-77.375,12.375
70,-76.125,12.375
70,-76.625,12.625
70,-80.125,12.375
70,-76.875,14.625
70,-75.875,12.875
71,-92.125,5.875
71,-93.125,0.125
71,-88.625,2.125
71,-90.125,0.125
71,-84.375,15.875
71,-86.625,8.875
71,-83.125,12.375
71,-90.375,10.625
71,-91.625,13.125
71,-91.875,2.375
71,-92.875,9.625
71,-91.875,5.375
71,-92.875,5.125
71,-91.375,5.375
71,-91.375,8.375
71,-90.375,13.625
71,-88.375,8.375
71,-89.125,3.875
71,-89.125,0.625
71,-88.625,5.375
71,-89.125,7.125
71,-89.375,9.125
71,-87.875,1.625
71,-85.625,5.625
71,-89.625,6.875
71,-89.125,4.875
71,-88.875,9.875
71,-83.875,15.875
71,-84.625,7.125
71,-87.875,9.125
71,-86.375,5.875
71,-85.875,7.125
71,-86.125,5.375
71,-83.125,14.375
71,-89.125,5.875
71,-86.625,6.125
71,-87.625,7.875
71,-84.875,9.125
71,-84.875,3.375
71,-84.625,2.875
71,-85.625,4.375
71,-82.375,1.125
71,-87.375,4.625
71,-83.625,4.625
71,-83.125,3.875
71,-82.625,2.875
71,-86.625,0.375
71,-79.375,11.125
71,-84.875,9.625
71,-83.625,17.375
71,-82.125,13.625
71,-84.625,8.625
71,-82.625,4.625
71,-78.375,15.875
71,-80.625,4.875
71,-81.125,0.125
71,-80.875,6.375
71,-80.375,13.875
71,-77.875,13.625
71,-80.875,7.125
71,-80.625,15.375
71,-80.125,5.375
71,-80.125,6.125
71,-79.625,16.875
71,-79.625,9.875
71,-79.625,15.125
71,-81.875,8.125
71,-82.125,4.625
71,-78.375,10.125
71,-77.625,17.375
71,-83.125,5.625
71,-79.125,15.875
71,-82.375,6.625
71,-79.375,3.375
71,-79.625,5.625
71,-78.875,16.375
71,-77.375,13.375
71,-78.875,10.375
71,-78.375,14.375
71,-78.125,12.125
71,-78.375,14.625
71,-77.625,13.375
71,-78.125,14.625
71,-79.875,17.375
71,-80.375,16.875
71,-78.875,7.125
71,-76.125,13.125
71,-77.125,12.875
71,-80.375,9.375
71,-76.375,12.125
71,-76.375,13.375
71,-76.125,15.375
71,-76.125,13.875
71,-79.875,11.875
71,-76.875,10.125
71,-76.125,13.625
71,-76.625,14.875
71,-77.625,17.625
71,-76.875,11.125
71,-91.625,12.125
71,-93.125,6.875
71,-93.125,4.125
71,-92.625,8.375
71,-92.875,13.125
71,-92.625,6.625
71,-92.125,4.375
71,-93.125,12.375
71,-87.375,9.375
71,-93.125,14.875
71,-91.375,11.875
71,-91.375,12.625
71,-91.375,9.125
71,-90.625,9.375
71,-90.375,7.375
71,-90.125,9.375
71,-90.125,11.875
71,-89.875,8.875
71,-86.875,1.125
71,-89.625,4.625
71,-89.625,3.625
71,-89.125,6.375
71,-89.125,8.875
71,-89.375,4.875
71,-88.125,10.875
71,-88.875,3.125
71,-88.125,12.875
71,-87.125,6.875
71,-88.625,6.125
71,-84.875,16.125
71,-88.125,4.375
71,-88.375,7.375
71,-84.625,17.125
71,-89.625,9.375
71,-89.625,6.625
71,-83.875,15.375
71,-87.375,5.375
71,-84.375,15.875
71,-82.875,17.625
71,-83.125,15.125
71,-86.875,8.625
71,-83.125,15.125
71,-86.375,9.125
71,-86.375,17.625
71,-83.375,7.125
71,-89.125,10.875
71,-83.625,15.375
71,-85.625,7.875
71,-88.125,9.375
71,-85.625,9.875
71,-82.875,6.875
71,-87.125,17.375
71,-85.125,5.125
71,-82.875,7.875
71,-84.375,9.375
71,-83.875,16.375
71,-83.875,17.375
71,-81.125,6.125
71,-83.125,6.875
71,-80.125,17.625
71,-81.375,17.375
71,-85.375,9.625
71,-82.375,14.625
71,-85.375,6.625
71,-78.375,17.875
71,-82.125,16.125
71,-81.375,13.125
71,-80.125,8.125
71,-81.875,16.875
71,-81.875,1.375
71,-80.375,3.875
71,-81.375,13.625
71,-81.625,14.625
71,-80.875,12.875
71,-81.125,15.875
71,-83.875,16.625
71,-80.875,13.125
71,-77.875,14.375
71,-81.125,16.625
71,-80.375,3.375
71,-81.375,6.125
71,-79.375,13.125
71,-80.875,15.875
71,-79.875,10.875
71,-78.625,11.875
71,-82.125,4.125
71,-80.125,13.125
71,-77.625,14.625
71,-80.375,9.875
71,-80.125,14.625
71,-81.875,1.125
71,-80.375,3.125
71,-81.375,7.375
71,-78.625,12.875
71,-80.875,14.875
71,-79.375,13.125
71,-79.875,13.625
71,-81.375,15.375
71,-79.375,14.625
71,-79.625,2.125
71,-80.875,17.125
71,-79.625,7.125
71,-83.125,16.125
71,-82.625,16.875
71,-78.375,10.375
71,-82.125,8.125
71,-78.625,14.875
71,-81.875,15.875
71,-75.875,11.875
71,-77.625,16.875
71,-77.625,14.875
71,-79.625,11.375
71,-80.625,16.375
71,-75.625,10.125
71,-78.125,17.125
71,-79.875,10.875
71,-76.625,17.625
71,-79.375,11.875
71,-77.375,12.375
71,-76.125,12.375
71,-75.875,12.625
71,-80.125,12.375
71,-76.875,14.625
71,-75.875,12.875
72,-92.125,6.125
72,-92.875,0.125
72,-88.375,2.125
72,-90.375,0.375
72,-84.125,15.875
72,-86.875,8.875
72,-83.125,12.375
72,-90.375,10.875
72,-91.375,13.125
72,-91.625,2.125
72,-92.375,9.375
72,-91.875,5.125
72,-92.625,5.375
72,-91.375,5.125
72,-91.125,8.375
72,-90.625,13.625
72,-88.125,8.375
72,-89.125,3.625
72,-89.125,0.125
72,-88.375,5.375
72,-88.875,7.625
72,-89.375,8.875
72,-87.625,1.625
72,-85.625,5.625
72,-89.625,7.125
72,-88.875,4.875
72,-88.875,9.875
72,-83.875,15.625
72,-84.375,7.125
72,-87.875,8.875
72,-86.375,5.625
72,-85.375,7.375
72,-86.125,5.125
72,-83.125,14.125
72,-89.125,5.875
72,-86.875,6.125
72,-87.625,7.875
72,-85.125,8.875
72,-84.875,3.375
72,-84.625,2.875
72,-85.875,4.375
72,-82.375,0.875
72,-87.625,4.625
72,-83.625,4.875
72,-83.125,3.875
72,-82.625,2.625
72,-86.875,0.375
72,-79.125,11.125
72,-85.125,9.625
72,-83.875,17.375
72,-82.125,13.875
72,-84.875,8.625
72,-82.875,4.625
72,-78.125,15.875
72,-80.375,4.875
72,-81.125,0.125
72,-80.875,6.625
72,-80.375,14.125
72,-77.625,13.625
72,-81.125,7.125
72,-80.875,15.375
72,-80.125,5.625
72,-80.125,6.375
72,-79.625,16.875
72,-79.625,9.875
72,-79.625,15.375
72,-82.125,8.125
72,-82.375,4.625
72,-78.125,10.125
72,-77.375,17.375
72,-83.375,5.625
72,-79.375,15.875
72,-82.625,6.625
72,-79.375,3.125
72,-79.625,5.875
72,-78.875,16.375
72,-77.125,13.375
72,-78.875,10.375
72,-78.375,14.375
72,-78.125,11.875
72,-78.125,14.625
72,-77.625,13.125
72,-78.375,14.625
72,-80.125,17.375
72,-80.625,16.875
72,-79.125,7.125
72,-76.375,13.375
72,-77.125,13.125
72,-80.625,9.375
72,-76.375,11.875
72,-76.375,13.125
72,-76.125,15.375
72,-76.125,13.875
72,-80.125,11.875
72,-76.875,9.875
72,-76.125,13.875
72,-76.625,15.125
72,-77.875,17.625
72,-76.625,10.875
72,-91.875,11.625
72,-93.125,6.625
72,-92.875,4.125
72,-92.625,8.125
72,-92.875,13.375
72,-92.375,6.625
72,-91.875,4.375
72,-92.875,11.875
72,-87.125,9.375
72,-93.375,15.125
72,-91.375,11.875
72,-91.375,12.625
72,-91.375,9.125
72,-90.625,9.125
72,-90.375,7.125
72,-90.125,9.125
72,-90.125,12.125
72,-89.875,8.625
72,-86.625,1.125
72,-89.625,4.375
72,-89.625,3.375
72,-89.375,6.375
72,-89.125,8.625
72,-89.375,4.875
72,-88.625,11.125
72,-88.875,2.875
72,-87.875,13.125
72,-86.875,6.875
72,-88.625,5.875
72,-84.625,16.125
72,-88.125,4.125
72,-88.375,7.375
72,-84.375,17.125
72,-89.625,9.625
72,-89.875,6.625
72,-83.625,15.375
72,-87.375,5.125
72,-84.125,15.875
72,-82.625,17.625
72,-83.125,14.875
72,-86.875,8.625
72,-83.125,14.875
72,-86.375,9.125
72,-86.625,17.625
72,-83.125,7.125
72,-89.375,10.875
72,-83.625,15.375
72,-86.375,7.875
72,-88.375,9.375
72,-85.875,9.875
72,-82.625,6.875
72,-87.625,17.125
72,-85.375,5.125
72,-82.375,8.125
72,-84.375,9.375
72,-83.875,16.375
72,-83.875,17.375
72,-80.875,6.125
72,-83.125,6.625
72,-79.875,17.625
72,-81.375,17.375
72,-85.625,9.625
72,-82.375,14.875
72,-85.625,6.625
72,-78.375,17.875
72,-81.875,16.125
72,-81.125,13.125
72,-80.125,7.875
72,-82.125,16.875
72,-81.875,1.375
72,-80.125,3.875
72,-81.375,13.375
72,-81.625,14.875
72,-80.625,12.875
72,-81.125,16.125
72,-84.125,16.625
72,-80.875,12.875
72,-77.625,14.375
72,-81.125,16.875
72,-80.125,3.375
72,-81.375,6.125
72,-79.125,13.125
72,-80.875,16.125
72,-79.625,10.875
72,-78.875,11.375
72,-82.375,4.125
72,-80.125,12.875
72,-77.375,14.625
72,-80.375,9.625
72,-80.125,14.875
72,-81.875,1.125
72,-80.625,3.125
72,-81.375,7.625
72,-78.375,12.875
72,-81.125,14.875
72,-79.375,12.875
72,-79.875,13.875
72,-81.625,15.375
72,-79.375,14.875
72,-79.625,2.125
72,-81.125,17.125
72,-79.625,7.125
72,-83.375,16.125
72,-82.875,16.875
72,-78.375,11.125
72,-82.375,8.125
72,-78.375,14.875
72,-82.125,15.875
72,-75.625,12.125
72,-77.625,17.125
72,-77.625,15.125
72,-79.875,11.375
72,-80.875,16.375
72,-75.625,10.375
72,-78.125,17.125
72,-80.125,10.875
72,-76.625,17.625
72,-79.625,11.875
72,-77.625,12.375
72,-76.125,12.125
72,-76.125,12.375
72,-80.375,12.375
72,-77.125,14.625
72,-75.875,12.625
73,-92.125,6.125
73,-92.875,0.125
73,-88.375,2.125
73,-90.125,0.125
73,-84.125,15.875
73,-86.875,8.875
73,-83.375,11.875
73,-90.375,11.625
73,-91.375,13.125
73,-91.875,2.375
73,-92.125,9.375
73,-91.875,5.125
73,-92.625,4.875
73,-91.375,5.125
73,-91.125,8.375
73,-90.375,13.125
73,-88.125,8.375
73,-89.375,3.375
73,-89.625,0.125
73,-88.375,5.375
73,-88.625,7.125
73,-89.375,8.875
73,-87.625,1.625
73,-85.625,5.625
73,-89.625,7.125
73,-88.875,4.875
73,-88.625,9.875
73,-83.875,15.625
73,-84.375,7.125
73,-87.875,8.875
73,-86.375,5.625
73,-85.875,7.375
73,-86.125,5.125
73,-83.125,14.125
73,-89.125,5.875
73,-86.875,6.125
73,-87.625,7.375
73,-84.875,8.625
73,-84.875,3.375
73,-84.625,2.875
73,-85.875,4.375
73,-82.125,1.375
73,-87.625,4.625
73,-83.625,4.875
73,-83.125,3.875
73,-82.625,2.625
73,-86.875,0.375
73,-79.125,11.125
73,-85.125,9.625
73,-83.875,17.375
73,-82.125,13.875
73,-84.875,8.625
73,-82.875,4.625
73,-78.125,15.875
73,-80.375,4.875
73,-81.125,0.125
73,-80.875,6.625
73,-80.375,14.125
73,-77.625,13.625
73,-81.125,7.125
73,-80.875,15.375
73,-80.125,5.625
73,-80.125,6.375
73,-79.625,16.875
73,-79.625,9.875
73,-79.625,15.375
73,-82.125,8.125
73,-82.375,4.625
73,-78.125,10.125
73,-77.375,17.375
73,-83.375,5.625
73,-79.375,15.875
73,-82.625,6.625
73,-79.375,3.125
73,-79.625,5.875
73,-78.875,16.375
73,-77.125,13.375
73,-78.875,10.375
73,-78.375,14.375
73,-78.125,11.875
73,-78.125,14.625
73,-77.625,13.125
73,-78.125,15.125
73,-80.125,17.375
73,-80.625,16.875
73,-79.125,7.125
73,-76.375,13.375
73,-77.125,13.125
73,-80.625,9.375
73,-76.375,11.875
73,-76.375,13.125
73,-76.125,15.375
73,-76.125,13.875
73,-80.125,11.875
73,-76.375,9.625
73,-76.125,13.875
73,-76.375,14.625
73,-77.875,17.625
73,-76.875,11.125
73,-92.125,11.875
73,-93.125,6.625
73,-92.875,4.125
73,-92.625,8.125
73,-92.875,13.375
73,-92.375,6.625
73,-91.875,4.375
73,-92.875,11.875
73,-87.125,9.375
73,-93.375,15.375
73,-91.375,11.875
73,-91.375,12.625
73,-91.375,9.125
73,-90.625,9.125
73,-90.375,7.125
73,-90.125,9.125
73,-89.625,12.125
73,-89.875,8.625
73,-86.625,1.125
73,-89.625,4.375
73,-89.625,3.375
73,-89.375,6.375
73,-89.125,8.625
73,-89.375,4.875
73,-88.625,11.125
73,-88.875,2.875
73,-87.875,13.125
73,-86.875,6.875
73,-88.625,5.875
73,-84.625,16.125
73,-88.125,4.125
73,-88.375,7.375
73,-84.375,17.125
73,-89.875,9.625
73,-89.875,6.625
73,-83.625,15.375
73,-87.375,5.125
73,-84.125,15.875
73,-82.625,17.625
73,-83.125,14.875
73,-86.875,8.625
73,-83.125,14.875
73,-86.375,9.125
73,-86.625,17.625
73,-83.125,7.125
73,-89.375,10.875
73,-83.625,15.625
73,-85.875,7.875
73,-88.375,9.375
73,-85.875,9.875
73,-82.625,6.875
73,-87.375,17.375
73,-85.375,5.125
73,-82.125,8.125
73,-84.375,9.375
73,-83.875,16.375
73,-83.875,17.375
73,-80.875,6.125
73,-83.375,6.875
73,-79.875,17.625
73,-81.375,17.375
73,-85.625,9.625
73,-82.375,14.875
73,-85.625,6.625
73,-78.625,17.875
73,-81.875,16.125
73,-81.125,13.125
73,-80.125,8.375
73,-82.125,16.875
73,-81.875,1.375
73,-80.125,3.875
73,-81.375,13.375
73,-81.625,14.875
73,-80.625,12.875
73,-81.125,16.125
73,-84.125,16.625
73,-80.875,12.875
73,-77.625,14.375
73,-81.125,16.875
73,-80.125,3.375
73,-81.375,6.125
73,-79.125,13.125
73,-80.875,16.125
73,-79.625,10.875
73,-78.375,11.625
73,-82.375,4.125
73,-80.125,12.875
73,-77.375,14.625
73,-80.375,9.625
73,-80.125,14.875
73,-81.875,1.375
73,-80.625,3.125
73,-81.375,7.625
73,-78.375,12.875
73,-81.125,14.875
73,-79.375,12.875
73,-79.875,13.875
73,-81.625,15.375
73,-79.375,14.875
73,-79.625,2.125
73,-81.125,17.125
73,-79.625,7.125
73,-83.375,16.125
73,-82.875,16.875
73,-78.875,10.875
73,-82.375,8.125
73,-78.375,14.875
73,-82.125,15.875
73,-75.625,12.125
73,-77.625,17.125
73,-77.625,15.125
73,-79.875,11.375
73,-80.875,16.375
73,-75.875,10.625
73,-78.125,17.875
73,-80.125,10.875
73,-76.625,17.625
73,-79.625,11.875
73,-77.625,12.375
73,-76.125,12.125
73,-76.125,12.625
73,-80.375,12.375
73,-77.125,14.625
73,-75.875,12.625
74,-92.125,6.125
74,-93.125,0.125
74,-88.375,2.125
74,-90.375,0.625
74,-84.125,15.875
74,-86.875,8.875
74,-83.625,12.125
74,-90.375,11.625
74,-91.375,13.125
74,-91.375,2.125
74,-92.125,9.375
74,-91.875,5.125
74,-92.375,4.875
74,-91.375,5.125
74,-91.125,8.375
74,-90.375,13.625
74,-88.125,8.375
74,-88.875,3.375
74,-89.375,0.625
74,-88.375,5.375
74,-88.875,7.375
74,-89.375,8.875
74,-87.625,1.625
74,-85.625,5.625
74,-89.625,7.125
74,-88.875,4.875
74,-88.375,9.875
74,-83.875,15.625
74,-84.375,7.125
74,-87.875,8.875
74,-86.375,5.625
74,-85.375,7.125
74,-86.125,5.125
74,-83.125,14.125
74,-89.125,5.875
74,-86.875,6.125
74,-87.375,7.375
74,-85.125,8.375
74,-84.875,3.375
74,-84.625,2.875
74,-85.875,4.375
74,-82.625,1.125
74,-87.625,4.625
74,-83.625,4.875
74,-83.125,3.875
74,-82.625,2.625
74,-86.875,0.375
74,-79.125,11.125
74,-85.125,9.625
74,-83.875,17.375
74,-82.125,13.875
74,-84.875,8.625
74,-82.875,4.625
74,-78.125,15.875
74,-80.375,4.875
74,-81.125,0.125
74,-80.875,6.625
74,-80.375,14.125
74,-77.625,13.625
74,-81.125,7.125
74,-80.875,15.375
74,-80.125,5.625
74,-80.125,6.375
74,-79.625,16.875
74,-79.625,9.875
74,-79.625,15.375
74,-82.125,8.125
74,-82.375,4.625
74,-78.125,10.125
74,-77.375,17.375
74,-83.375,5.625
74,-79.375,15.875
74,-82.625,6.625
74,-79.375,3.125
74,-79.625,5.875
74,-78.875,16.375
74,-77.125,13.375
74,-78.875,10.375
74,-78.375,14.375
74,-78.125,11.875
74,-78.125,14.625
74,-77.625,13.125
74,-77.875,14.625
74,-80.125,17.375
74,-80.625,16.875
74,-79.125,7.125
74,-76.125,13.375
74,-77.125,13.125
74,-80.625,9.375
74,-76.375,11.875
74,-76.375,13.125
74,-76.125,15.375
74,-76.125,13.875
74,-80.125,11.875
74,-76.375,9.875
74,-76.125,13.875
74,-76.375,14.875
74,-77.875,17.625
74,-76.375,11.125
74,-91.875,12.125
74,-93.125,6.625
74,-92.875,4.125
74,-92.625,8.125
74,-92.875,13.375
74,-92.375,6.625
74,-91.875,4.375
74,-92.625,12.125
74,-87.125,9.375
74,-93.375,15.125
74,-91.375,11.875
74,-91.375,12.625
74,-91.375,9.125
74,-90.625,9.125
74,-90.375,7.125
74,-90.125,9.125
74,-89.875,12.125
74,-89.875,8.625
74,-86.625,1.125
74,-89.625,4.375
74,-89.625,3.375
74,-89.375,6.375
74,-89.125,8.625
74,-89.375,4.875
74,-87.875,11.125
74,-88.875,2.875
74,-88.375,13.125
74,-86.875,6.875
74,-88.625,5.875
74,-84.625,16.125
74,-88.125,4.125
74,-88.375,7.375
74,-84.375,17.125
74,-89.375,9.625
74,-89.875,6.625
74,-83.625,15.375
74,-87.375,5.125
74,-84.125,15.875
74,-82.625,17.625
74,-83.125,14.875
74,-86.875,8.625
74,-83.125,14.875
74,-86.375,9.125
74,-86.125,17.375
74,-83.125,7.125
74,-89.375,10.875
74,-83.625,16.125
74,-86.375,7.625
74,-88.375,9.375
74,-85.875,9.875
74,-82.625,6.875
74,-87.375,17.375
74,-85.375,5.125
74,-82.625,8.125
74,-84.375,9.375
74,-83.875,16.375
74,-83.875,17.375
74,-80.875,6.125
74,-83.375,6.875
74,-79.875,17.625
74,-81.125,17.375
74,-85.625,9.625
74,-82.375,14.875
74,-85.625,6.625
74,-78.375,17.875
74,-81.875,16.125
74,-81.125,13.125
74,-80.125,8.375
74,-82.125,16.875
74,-81.875,1.375
74,-80.125,3.875
74,-81.375,13.375
74,-81.625,14.875
74,-80.625,12.875
74,-81.125,16.125
74,-84.125,16.625
74,-80.875,12.875
74,-77.625,14.375
74,-81.125,16.875
74,-80.125,3.375
74,-81.375,6.125
74,-79.125,13.125
74,-80.875,16.125
74,-79.625,10.875
74,-78.875,11.375
74,-82.375,4.125
74,-80.125,12.875
74,-77.375,14.625
74,-80.375,9.625
74,-80.125,14.875
74,-82.125,1.625
74,-80.625,3.125
74,-81.375,7.625
74,-78.375,12.875
74,-81.125,14.875
74,-79.375,12.875
74,-79.875,13.875
74,-81.625,15.375
74,-79.375,14.875
74,-79.625,2.125
74,-81.125,17.125
74,-79.625,7.125
74,-83.375,16.125
74,-82.875,16.875
74,-78.375,10.625
74,-82.375,8.125
74,-78.375,14.875
74,-82.125,15.875
74,-75.875,11.875
74,-77.625,17.125
74,-77.625,15.125
74,-79.875,11.375
74,-80.875,16.375
74,-75.875,10.625
74,-77.875,17.625
74,-80.125,10.875
74,-76.625,17.625
74,-79.625,11.875
74,-77.625,12.375
74,-76.125,12.125
74,-76.125,12.625
74,-80.375,12.375
74,-77.125,14.625
74,-75.875,12.625
75,-92.125,6.125
75,-92.875,0.125
75,-88.375,2.125
75,-90.875,0.375
75,-84.125,15.875
75,-86.875,8.875
75,-83.625,12.125
75,-90.125,11.125
75,-91.375,13.125
75,-91.625,2.125
75,-92.375,9.375
75,-91.875,5.125
75,-92.875,5.125
75,-91.375,5.125
75,-91.125,8.375
75,-90.125,13.625
75,-88.125,8.375
75,-88.875,3.375
75,-89.125,0.375
75,-88.375,5.375
75,-89.125,7.375
75,-89.375,8.875
75,-87.625,1.625
75,-85.625,5.625
75,-89.625,7.125
75,-88.875,4.875
75,-88.625,9.875
75,-83.875,15.625
75,-84.375,7.125
75,-87.875,8.875
75,-86.375,5.625
75,-85.375,7.375
75,-86.125,5.125
75,-83.125,14.125
75,-89.125,5.875
75,-86.875,6.125
75,-87.625,7.625
75,-84.875,8.375
75,-84.875,3.375
75,-84.625,2.875
75,-85.875,4.375
75,-82.375,1.125
75,-87.625,4.625
75,-83.625,4.875
75,-83.125,3.875
75,-82.625,2.625
75,-86.875,0.375
75,-79.125,11.125
75,-85.125,9.625
75,-83.875,17.375
75,-82.125,13.875
75,-84.875,8.625
75,-82.875,4.625
75,-78.125,15.875
75,-80.375,4.875
75,-81.125,0.125
75,-80.875,6.625
75,-80.375,14.125
75,-77.625,13.625
75,-81.125,7.125
75,-80.875,15.375
75,-80.125,5.625
75,-80.125,6.375
75,-79.625,16.875
75,-79.625,9.875
75,-79.625,15.375
75,-82.125,8.125
75,-82.375,4.625
75,-78.125,10.125
75,-77.375,17.375
75,-83.375,5.625
75,-79.375,15.875
75,-82.625,6.625
75,-79.375,3.125
75,-79.625,5.875
75,-78.875,16.375
75,-77.125,13.375
75,-78.875,10.375
75,-78.375,14.375
75,-78.125,11.875
75,-78.125,14.625
75,-77.625,13.125
75,-78.125,14.875
75,-80.125,17.375
75,-80.625,16.875
75,-79.125,7.125
75,-76.375,13.125
75,-77.125,13.125
75,-80.625,9.375
75,-76.375,11.875
75,-76.375,13.125
75,-76.125,15.375
75,-76.125,13.875
75,-80.125,11.875
75,-76.625,10.125
75,-76.125,13.875
75,-77.125,14.875
75,-77.875,17.625
75,-76.375,11.375
75,-91.875,11.375
75,-93.125,6.625
75,-92.875,4.125
75,-92.625,8.125
75,-92.875,13.375
75,-92.375,6.625
75,-91.875,4.375
75,-93.125,11.875
75,-87.125,9.375
75,-93.375,15.125
75,-91.375,11.875
75,-91.375,12.625
75,-91.375,9.125
75,-90.625,9.125
75,-90.375,7.125
75,-90.125,9.125
75,-89.625,11.875
75,-89.875,8.625
75,-86.625,1.125
75,-89.625,4.375
75,-89.625,3.375
75,-89.375,6.375
75,-89.125,8.625
75,-89.375,4.875
75,-87.875,11.375
75,-88.875,2.875
75,-88.125,12.875
75,-86.875,6.875
75,-88.625,5.875
75,-84.625,16.125
75,-88.125,4.125
75,-88.375,7.375
75,-84.375,17.125
75,-89.375,9.625
75,-89.875,6.625
75,-83.625,15.375
75,-87.375,5.125
75,-84.125,15.875
75,-82.625,17.625
75,-83.125,14.875
75,-86.875,8.625
75,-83.125,14.875
75,-86.375,9.125
75,-85.875,17.375
75,-83.125,7.125
75,-89.375,10.875
75,-83.375,15.875
75,-85.875,7.375
75,-88.375,9.375
75,-85.875,9.875
75,-82.625,6.875
75,-87.375,16.875
75,-85.375,5.125
75,-82.125,7.875
75,-84.375,9.375
75,-83.875,16.375
75,-83.875,17.375
75,-80.875,6.125
75,-83.375,7.125
75,-79.875,17.625
75,-81.375,16.875
75,-85.625,9.625
75,-82.375,14.875
75,-85.625,6.625
75,-78.375,17.375
75,-81.875,16.125
75,-81.125,13.125
75,-80.125,8.375
75,-82.125,16.875
75,-81.875,1.375
75,-80.125,3.875
75,-81.375,13.375
75,-81.625,14.875
75,-80.625,12.875
75,-81.125,16.125
75,-84.125,16.625
75,-80.875,12.875
75,-77.625,14.375
75,-81.125,16.875
75,-80.125,3.375
75,-81.375,6.125
75,-79.125,13.125
75,-80.875,16.125
75,-79.625,10.875
75,-78.375,11.125
75,-82.375,4.125
75,-80.125,12.875
75,-77.375,14.625
75,-80.375,9.625
75,-80.125,14.875
75,-81.625,1.625
75,-80.625,3.125
75,-81.375,7.625
75,-78.375,12.875
75,-81.125,14.875
75,-79.375,12.875
75,-79.875,13.875
