,geometry
4172,POINT (-79.125 17.125)
4173,POINT (-79.125 17.375)
4174,POINT (-79.125 17.625)
4175,POINT (-79.125 17.875)
4176,POINT (-78.875 0.125)
4177,POINT (-78.875 0.375)
4178,POINT (-78.875 0.625)
4179,POINT (-78.875 0.875)
4180,POINT (-78.875 1.125)
4181,POINT (-78.875 1.375)
4182,POINT (-78.875 1.625)
4183,POINT (-78.875 1.875)
4184,POINT (-78.875 2.125)
4185,POINT (-78.875 2.375)
4186,POINT (-78.875 2.625)
4187,POINT (-78.875 2.875)
4188,POINT (-78.875 3.125)
4189,POINT (-78.875 3.375)
4190,POINT (-78.875 3.625)
4191,POINT (-78.875 3.875)
4192,POINT (-78.875 4.125)
4193,POINT (-78.875 4.375)
4194,POINT (-78.875 4.625)
4195,POINT (-78.875 4.875)
4196,POINT (-78.875 5.125)
4197,POINT (-78.875 5.375)
4198,POINT (-78.875 5.625)
4199,POINT (-78.875 5.875)
4200,POINT (-78.875 6.125)
4201,POINT (-78.875 6.375)
4202,POINT (-78.875 6.625)
4203,POINT (-78.875 6.875)
4204,POINT (-78.875 7.125)
4205,POINT (-78.875 7.375)
4206,POINT (-78.875 7.625)
4207,POINT (-78.875 7.875)
4208,POINT (-78.875 8.125)
4209,POINT (-78.875 8.375)
4210,POINT (-78.875 8.625)
4211,POINT (-78.875 8.875)
4212,POINT (-78.875 9.125)
4213,POINT (-78.875 9.375)
4214,POINT (-78.875 9.625)
4215,POINT (-78.875 9.875)
4216,POINT (-78.875 10.125)
4217,POINT (-78.875 10.375)
4218,POINT (-78.875 10.625)
4219,POINT (-78.875 10.875)
4220,POINT (-78.875 11.125)
4221,POINT (-78.875 11.375)
4222,POINT (-78.875 11.625)
4223,POINT (-78.875 11.875)
4224,POINT (-78.875 12.125)
4225,POINT (-78.875 12.375)
4226,POINT (-78.875 12.625)
4227,POINT (-78.875 12.875)
4228,POINT (-78.875 13.125)
4229,POINT (-78.875 13.375)
4230,POINT (-78.875 13.625)
4231,POINT (-78.875 13.875)
4232,POINT (-78.875 14.125)
4233,POINT (-78.875 14.375)
4234,POINT (-78.875 14.625)
4235,POINT (-78.875 14.875)
4236,POINT (-78.875 15.125)
4237,POINT (-78.875 15.375)
4238,POINT (-78.875 15.625)
4239,POINT (-78.875 15.875)
4240,POINT (-78.875 16.125)
4241,POINT (-78.875 16.375)
4242,POINT (-78.875 16.625)
4243,POINT (-78.875 16.875)
4244,POINT (-78.875 17.125)
4245,POINT (-78.875 17.375)
4246,POINT (-78.875 17.625)
4247,POINT (-78.875 17.875)
4248,POINT (-78.625 0.125)
4249,POINT (-78.625 0.375)
4250,POINT (-78.625 0.625)
4251,POINT (-78.625 0.875)
4252,POINT (-78.625 1.125)
4253,POINT (-78.625 1.375)
4254,POINT (-78.625 1.625)
4255,POINT (-78.625 1.875)
4256,POINT (-78.625 2.125)
4257,POINT (-78.625 2.375)
4258,POINT (-78.625 2.625)
4259,POINT (-78.625 2.875)
4260,POINT (-78.625 3.125)
4261,POINT (-78.625 3.375)
4262,POINT (-78.625 3.625)
4263,POINT (-78.625 3.875)
4264,POINT (-78.625 4.125)
4265,POINT (-78.625 4.375)
4266,POINT (-78.625 4.625)
4267,POINT (-78.625 4.875)
4268,POINT (-78.625 5.125)
4269,POINT (-78.625 5.375)
4270,POINT (-78.625 5.625)
4271,POINT (-78.625 5.875)
4272,POINT (-78.625 6.125)
4273,POINT (-78.625 6.375)
4274,POINT (-78.625 6.625)
4275,POINT (-78.625 6.875)
4276,POINT (-78.625 7.125)
4277,POINT (-78.625 7.375)
4278,POINT (-78.625 7.625)
4279,POINT (-78.625 7.875)
4280,POINT (-78.625 8.125)
4281,POINT (-78.625 8.375)
4282,POINT (-78.625 8.625)
4283,POINT (-78.625 8.875)
4284,POINT (-78.625 9.125)
4285,POINT (-78.625 9.375)
4286,POINT (-78.625 9.625)
4287,POINT (-78.625 9.875)
4288,POINT (-78.625 10.125)
4289,POINT (-78.625 10.375)
4290,POINT (-78.625 10.625)
4291,POINT (-78.625 10.875)
4292,POINT (-78.625 11.125)
4293,POINT (-78.625 11.375)
4294,POINT (-78.625 11.625)
4295,POINT (-78.625 11.875)
4296,POINT (-78.625 12.125)
4297,POINT (-78.625 12.375)
4298,POINT (-78.625 12.625)
4299,POINT (-78.625 12.875)
4300,POINT (-78.625 13.125)
4301,POINT (-78.625 13.375)
4302,POINT (-78.625 13.625)
4303,POINT (-78.625 13.875)
4304,POINT (-78.625 14.125)
4305,POINT (-78.625 14.375)
4306,POINT (-78.625 14.625)
4307,POINT (-78.625 14.875)
4308,POINT (-78.625 15.125)
4309,POINT (-78.625 15.375)
4310,POINT (-78.625 15.625)
4311,POINT (-78.625 15.875)
4312,POINT (-78.625 16.125)
4313,POINT (-78.625 16.375)
4314,POINT (-78.625 16.625)
4315,POINT (-78.625 16.875)
4316,POINT (-78.625 17.125)
4317,POINT (-78.625 17.375)
4318,POINT (-78.625 17.625)
4319,POINT (-78.625 17.875)
4320,POINT (-78.375 0.125)
4321,POINT (-78.375 0.375)
4322,POINT (-78.375 0.625)
4323,POINT (-78.375 0.875)
4324,POINT (-78.375 1.125)
4325,POINT (-78.375 1.375)
4326,POINT (-78.375 1.625)
4327,POINT (-78.375 1.875)
4328,POINT (-78.375 2.125)
4329,POINT (-78.375 2.375)
4330,POINT (-78.375 2.625)
4331,POINT (-78.375 2.875)
4332,POINT (-78.375 3.125)
4333,POINT (-78.375 3.375)
4334,POINT (-78.375 3.625)
4335,POINT (-78.375 3.875)
4336,POINT (-78.375 4.125)
4337,POINT (-78.375 4.375)
4338,POINT (-78.375 4.625)
4339,POINT (-78.375 4.875)
4340,POINT (-78.375 5.125)
4341,POINT (-78.375 5.375)
4342,POINT (-78.375 5.625)
4343,POINT (-78.375 5.875)
4344,POINT (-78.375 6.125)
4345,POINT (-78.375 6.375)
4346,POINT (-78.375 6.625)
4347,POINT (-78.375 6.875)
4348,POINT (-78.375 7.125)
4349,POINT (-78.375 7.375)
4350,POINT (-78.375 7.625)
4351,POINT (-78.375 7.875)
4352,POINT (-78.375 8.125)
4353,POINT (-78.375 8.375)
4354,POINT (-78.375 8.625)
4355,POINT (-78.375 8.875)
4356,POINT (-78.375 9.125)
4357,POINT (-78.375 9.375)
4358,POINT (-78.375 9.625)
4359,POINT (-78.375 9.875)
4360,POINT (-78.375 10.125)
4361,POINT (-78.375 10.375)
4362,POINT (-78.375 10.625)
4363,POINT (-78.375 10.875)
4364,POINT (-78.375 11.125)
4365,POINT (-78.375 11.375)
4366,POINT (-78.375 11.625)
4367,POINT (-78.375 11.875)
4368,POINT (-78.375 12.125)
4369,POINT (-78.375 12.375)
4370,POINT (-78.375 12.625)
4371,POINT (-78.375 12.875)
4372,POINT (-78.375 13.125)
4373,POINT (-78.375 13.375)
4374,POINT (-78.375 13.625)
4375,POINT (-78.375 13.875)
4376,POINT (-78.375 14.125)
4377,POINT (-78.375 14.375)
4378,POINT (-78.375 14.625)
4379,POINT (-78.375 14.875)
4380,POINT (-78.375 15.125)
4381,POINT (-78.375 15.375)
4382,POINT (-78.375 15.625)
4383,POINT (-78.375 15.875)
4384,POINT (-78.375 16.125)
4385,POINT (-78.375 16.375)
4386,POINT (-78.375 16.625)
4387,POINT (-78.375 16.875)
4388,POINT (-78.375 17.125)
4389,POINT (-78.375 17.375)
4390,POINT (-78.375 17.625)
4391,POINT (-78.375 17.875)
4392,POINT (-78.125 0.125)
4393,POINT (-78.125 0.375)
4394,POINT (-78.125 0.625)
4395,POINT (-78.125 0.875)
4396,POINT (-78.125 1.125)
4397,POINT (-78.125 1.375)
4398,POINT (-78.125 1.625)
4399,POINT (-78.125 1.875)
4400,POINT (-78.125 2.125)
4401,POINT (-78.125 2.375)
4402,POINT (-78.125 2.625)
4403,POINT (-78.125 2.875)
4404,POINT (-78.125 3.125)
4405,POINT (-78.125 3.375)
4406,POINT (-78.125 3.625)
4407,POINT (-78.125 3.875)
4408,POINT (-78.125 4.125)
4409,POINT (-78.125 4.375)
4410,POINT (-78.125 4.625)
4411,POINT (-78.125 4.875)
4412,POINT (-78.125 5.125)
4413,POINT (-78.125 5.375)
4414,POINT (-78.125 5.625)
4415,POINT (-78.125 5.875)
4416,POINT (-78.125 6.125)
4417,POINT (-78.125 6.375)
4418,POINT (-78.125 6.625)
4419,POINT (-78.125 6.875)
4420,POINT (-78.125 7.125)
4421,POINT (-78.125 7.375)
4422,POINT (-78.125 7.625)
4423,POINT (-78.125 7.875)
4424,POINT (-78.125 8.125)
4425,POINT (-78.125 8.375)
4426,POINT (-78.125 8.625)
4427,POINT (-78.125 8.875)
4428,POINT (-78.125 9.125)
4429,POINT (-78.125 9.375)
4430,POINT (-78.125 9.625)
4431,POINT (-78.125 9.875)
4432,POINT (-78.125 10.125)
4433,POINT (-78.125 10.375)
4434,POINT (-78.125 10.625)
4435,POINT (-78.125 10.875)
4436,POINT (-78.125 11.125)
4437,POINT (-78.125 11.375)
4438,POINT (-78.125 11.625)
4439,POINT (-78.125 11.875)
4440,POINT (-78.125 12.125)
4441,POINT (-78.125 12.375)
4442,POINT (-78.125 12.625)
4443,POINT (-78.125 12.875)
4444,POINT (-78.125 13.125)
4445,POINT (-78.125 13.375)
4446,POINT (-78.125 13.625)
4447,POINT (-78.125 13.875)
4448,POINT (-78.125 14.125)
4449,POINT (-78.125 14.375)
4450,POINT (-78.125 14.625)
4451,POINT (-78.125 14.875)
4452,POINT (-78.125 15.125)
4453,POINT (-78.125 15.375)
4454,POINT (-78.125 15.625)
4455,POINT (-78.125 15.875)
4456,POINT (-78.125 16.125)
4457,POINT (-78.125 16.375)
4458,POINT (-78.125 16.625)
4459,POINT (-78.125 16.875)
4460,POINT (-78.125 17.125)
4461,POINT (-78.125 17.375)
4462,POINT (-78.125 17.625)
4463,POINT (-78.125 17.875)
4464,POINT (-77.875 0.125)
4465,POINT (-77.875 0.375)
4466,POINT (-77.875 0.625)
4467,POINT (-77.875 0.875)
4468,POINT (-77.875 1.125)
4469,POINT (-77.875 1.375)
4470,POINT (-77.875 1.625)
4471,POINT (-77.875 1.875)
4472,POINT (-77.875 2.125)
4473,POINT (-77.875 2.375)
4474,POINT (-77.875 2.625)
4475,POINT (-77.875 2.875)
4476,POINT (-77.875 3.125)
4477,POINT (-77.875 3.375)
4478,POINT (-77.875 3.625)
4479,POINT (-77.875 3.875)
4480,POINT (-77.875 4.125)
4481,POINT (-77.875 4.375)
4482,POINT (-77.875 4.625)
4483,POINT (-77.875 4.875)
4484,POINT (-77.875 5.125)
4485,POINT (-77.875 5.375)
4486,POINT (-77.875 5.625)
4487,POINT (-77.875 5.875)
4488,POINT (-77.875 6.125)
4489,POINT (-77.875 6.375)
4490,POINT (-77.875 6.625)
4491,POINT (-77.875 6.875)
4492,POINT (-77.875 7.125)
4493,POINT (-77.875 7.375)
4494,POINT (-77.875 7.625)
4495,POINT (-77.875 7.875)
4496,POINT (-77.875 8.125)
4497,POINT (-77.875 8.375)
4498,POINT (-77.875 8.625)
4499,POINT (-77.875 8.875)
4500,POINT (-77.875 9.125)
4501,POINT (-77.875 9.375)
4502,POINT (-77.875 9.625)
4503,POINT (-77.875 9.875)
4504,POINT (-77.875 10.125)
4505,POINT (-77.875 10.375)
4506,POINT (-77.875 10.625)
4507,POINT (-77.875 10.875)
4508,POINT (-77.875 11.125)
4509,POINT (-77.875 11.375)
4510,POINT (-77.875 11.625)
4511,POINT (-77.875 11.875)
4512,POINT (-77.875 12.125)
4513,POINT (-77.875 12.375)
4514,POINT (-77.875 12.625)
4515,POINT (-77.875 12.875)
4516,POINT (-77.875 13.125)
4517,POINT (-77.875 13.375)
4518,POINT (-77.875 13.625)
4519,POINT (-77.875 13.875)
4520,POINT (-77.875 14.125)
4521,POINT (-77.875 14.375)
4522,POINT (-77.875 14.625)
4523,POINT (-77.875 14.875)
4524,POINT (-77.875 15.125)
4525,POINT (-77.875 15.375)
4526,POINT (-77.875 15.625)
4527,POINT (-77.875 15.875)
4528,POINT (-77.875 16.125)
4529,POINT (-77.875 16.375)
4530,POINT (-77.875 16.625)
4531,POINT (-77.875 16.875)
4532,POINT (-77.875 17.125)
4533,POINT (-77.875 17.375)
4534,POINT (-77.875 17.625)
4535,POINT (-77.875 17.875)
4536,POINT (-77.625 0.125)
4537,POINT (-77.625 0.375)
4538,POINT (-77.625 0.625)
4539,POINT (-77.625 0.875)
4540,POINT (-77.625 1.125)
4541,POINT (-77.625 1.375)
4542,POINT (-77.625 1.625)
4543,POINT (-77.625 1.875)
4544,POINT (-77.625 2.125)
4545,POINT (-77.625 2.375)
4546,POINT (-77.625 2.625)
4547,POINT (-77.625 2.875)
4548,POINT (-77.625 3.125)
4549,POINT (-77.625 3.375)
4550,POINT (-77.625 3.625)
4551,POINT (-77.625 3.875)
4552,POINT (-77.625 4.125)
4553,POINT (-77.625 4.375)
4554,POINT (-77.625 4.625)
4555,POINT (-77.625 4.875)
4556,POINT (-77.625 5.125)
4557,POINT (-77.625 5.375)
4558,POINT (-77.625 5.625)
4559,POINT (-77.625 5.875)
4560,POINT (-77.625 6.125)
4561,POINT (-77.625 6.375)
4562,POINT (-77.625 6.625)
4563,POINT (-77.625 6.875)
4564,POINT (-77.625 7.125)
4565,POINT (-77.625 7.375)
4566,POINT (-77.625 7.625)
4567,POINT (-77.625 7.875)
4568,POINT (-77.625 8.125)
4569,POINT (-77.625 8.375)
4570,POINT (-77.625 8.625)
4571,POINT (-77.625 8.875)
4572,POINT (-77.625 9.125)
4573,POINT (-77.625 9.375)
4574,POINT (-77.625 9.625)
4575,POINT (-77.625 9.875)
4576,POINT (-77.625 10.125)
4577,POINT (-77.625 10.375)
4578,POINT (-77.625 10.625)
4579,POINT (-77.625 10.875)
4580,POINT (-77.625 11.125)
4581,POINT (-77.625 11.375)
4582,POINT (-77.625 11.625)
4583,POINT (-77.625 11.875)
4584,POINT (-77.625 12.125)
4585,POINT (-77.625 12.375)
4586,POINT (-77.625 12.625)
4587,POINT (-77.625 12.875)
4588,POINT (-77.625 13.125)
4589,POINT (-77.625 13.375)
4590,POINT (-77.625 13.625)
4591,POINT (-77.625 13.875)
4592,POINT (-77.625 14.125)
4593,POINT (-77.625 14.375)
4594,POINT (-77.625 14.625)
4595,POINT (-77.625 14.875)
4596,POINT (-77.625 15.125)
4597,POINT (-77.625 15.375)
4598,POINT (-77.625 15.625)
4599,POINT (-77.625 15.875)
4600,POINT (-77.625 16.125)
4601,POINT (-77.625 16.375)
4602,POINT (-77.625 16.625)
4603,POINT (-77.625 16.875)
4604,POINT (-77.625 17.125)
4605,POINT (-77.625 17.375)
4606,POINT (-77.625 17.625)
4607,POINT (-77.625 17.875)
4608,POINT (-77.375 0.125)
4609,POINT (-77.375 0.375)
4610,POINT (-77.375 0.625)
4611,POINT (-77.375 0.875)
4612,POINT (-77.375 1.125)
4613,POINT (-77.375 1.375)
4614,POINT (-77.375 1.625)
4615,POINT (-77.375 1.875)
4616,POINT (-77.375 2.125)
4617,POINT (-77.375 2.375)
4618,POINT (-77.375 2.625)
4619,POINT (-77.375 2.875)
4620,POINT (-77.375 3.125)
4621,POINT (-77.375 3.375)
4622,POINT (-77.375 3.625)
4623,POINT (-77.375 3.875)
4624,POINT (-77.375 4.125)
4625,POINT (-77.375 4.375)
4626,POINT (-77.375 4.625)
4627,POINT (-77.375 4.875)
4628,POINT (-77.375 5.125)
4629,POINT (-77.375 5.375)
4630,POINT (-77.375 5.625)
4631,POINT (-77.375 5.875)
4632,POINT (-77.375 6.125)
4633,POINT (-77.375 6.375)
4634,POINT (-77.375 6.625)
4635,POINT (-77.375 6.875)
4636,POINT (-77.375 7.125)
4637,POINT (-77.375 7.375)
4638,POINT (-77.375 7.625)
4639,POINT (-77.375 7.875)
4640,POINT (-77.375 8.125)
4641,POINT (-77.375 8.375)
4642,POINT (-77.375 8.625)
4643,POINT (-77.375 8.875)
4644,POINT (-77.375 9.125)
4645,POINT (-77.375 9.375)
4646,POINT (-77.375 9.625)
4647,POINT (-77.375 9.875)
4648,POINT (-77.375 10.125)
4649,POINT (-77.375 10.375)
4650,POINT (-77.375 10.625)
4651,POINT (-77.375 10.875)
4652,POINT (-77.375 11.125)
4653,POINT (-77.375 11.375)
4654,POINT (-77.375 11.625)
4655,POINT (-77.375 11.875)
4656,POINT (-77.375 12.125)
4657,POINT (-77.375 12.375)
4658,POINT (-77.375 12.625)
4659,POINT (-77.375 12.875)
4660,POINT (-77.375 13.125)
4661,POINT (-77.375 13.375)
4662,POINT (-77.375 13.625)
4663,POINT (-77.375 13.875)
4664,POINT (-77.375 14.125)
4665,POINT (-77.375 14.375)
4666,POINT (-77.375 14.625)
4667,POINT (-77.375 14.875)
4668,POINT (-77.375 15.125)
4669,POINT (-77.375 15.375)
4670,POINT (-77.375 15.625)
4671,POINT (-77.375 15.875)
4672,POINT (-77.375 16.125)
4673,POINT (-77.375 16.375)
4674,POINT (-77.375 16.625)
4675,POINT (-77.375 16.875)
4676,POINT (-77.375 17.125)
4677,POINT (-77.375 17.375)
4678,POINT (-77.375 17.625)
4679,POINT (-77.375 17.875)
4680,POINT (-77.125 0.125)
4681,POINT (-77.125 0.375)
4682,POINT (-77.125 0.625)
4683,POINT (-77.125 0.875)
4684,POINT (-77.125 1.125)
4685,POINT (-77.125 1.375)
4686,POINT (-77.125 1.625)
4687,POINT (-77.125 1.875)
4688,POINT (-77.125 2.125)
4689,POINT (-77.125 2.375)
4690,POINT (-77.125 2.625)
4691,POINT (-77.125 2.875)
4692,POINT (-77.125 3.125)
4693,POINT (-77.125 3.375)
4694,POINT (-77.125 3.625)
4695,POINT (-77.125 3.875)
4696,POINT (-77.125 4.125)
4697,POINT (-77.125 4.375)
4698,POINT (-77.125 4.625)
4699,POINT (-77.125 4.875)
4700,POINT (-77.125 5.125)
4701,POINT (-77.125 5.375)
4702,POINT (-77.125 5.625)
4703,POINT (-77.125 5.875)
4704,POINT (-77.125 6.125)
4705,POINT (-77.125 6.375)
4706,POINT (-77.125 6.625)
4707,POINT (-77.125 6.875)
4708,POINT (-77.125 7.125)
4709,POINT (-77.125 7.375)
4710,POINT (-77.125 7.625)
4711,POINT (-77.125 7.875)
4712,POINT (-77.125 8.125)
4713,POINT (-77.125 8.375)
4714,POINT (-77.125 8.625)
4715,POINT (-77.125 8.875)
4716,POINT (-77.125 9.125)
4717,POINT (-77.125 9.375)
4718,POINT (-77.125 9.625)
4719,POINT (-77.125 9.875)
4720,POINT (-77.125 10.125)
4721,POINT (-77.125 10.375)
4722,POINT (-77.125 10.625)
4723,POINT (-77.125 10.875)
4724,POINT (-77.125 11.125)
4725,POINT (-77.125 11.375)
4726,POINT (-77.125 11.625)
4727,POINT (-77.125 11.875)
4728,POINT (-77.125 12.125)
4729,POINT (-77.125 12.375)
4730,POINT (-77.125 12.625)
4731,POINT (-77.125 12.875)
4732,POINT (-77.125 13.125)
4733,POINT (-77.125 13.375)
4734,POINT (-77.125 13.625)
4735,POINT (-77.125 13.875)
4736,POINT (-77.125 14.125)
4737,POINT (-77.125 14.375)
4738,POINT (-77.125 14.625)
4739,POINT (-77.125 14.875)
4740,POINT (-77.125 15.125)
4741,POINT (-77.125 15.375)
4742,POINT (-77.125 15.625)
4743,POINT (-77.125 15.875)
4744,POINT (-77.125 16.125)
4745,POINT (-77.125 16.375)
4746,POINT (-77.125 16.625)
4747,POINT (-77.125 16.875)
4748,POINT (-77.125 17.125)
4749,POINT (-77.125 17.375)
4750,POINT (-77.125 17.625)
4751,POINT (-77.125 17.875)
4752,POINT (-76.875 0.125)
4753,POINT (-76.875 0.375)
4754,POINT (-76.875 0.625)
4755,POINT (-76.875 0.875)
4756,POINT (-76.875 1.125)
4757,POINT (-76.875 1.375)
4758,POINT (-76.875 1.625)
4759,POINT (-76.875 1.875)
4760,POINT (-76.875 2.125)
4761,POINT (-76.875 2.375)
4762,POINT (-76.875 2.625)
4763,POINT (-76.875 2.875)
4764,POINT (-76.875 3.125)
4765,POINT (-76.875 3.375)
4766,POINT (-76.875 3.625)
4767,POINT (-76.875 3.875)
4768,POINT (-76.875 4.125)
4769,POINT (-76.875 4.375)
4770,POINT (-76.875 4.625)
4771,POINT (-76.875 4.875)
4772,POINT (-76.875 5.125)
4773,POINT (-76.875 5.375)
4774,POINT (-76.875 5.625)
4775,POINT (-76.875 5.875)
4776,POINT (-76.875 6.125)
4777,POINT (-76.875 6.375)
4778,POINT (-76.875 6.625)
4779,POINT (-76.875 6.875)
4780,POINT (-76.875 7.125)
4781,POINT (-76.875 7.375)
4782,POINT (-76.875 7.625)
4783,POINT (-76.875 7.875)
4784,POINT (-76.875 8.125)
4785,POINT (-76.875 8.375)
4786,POINT (-76.875 8.625)
4787,POINT (-76.875 8.875)
4788,POINT (-76.875 9.125)
4789,POINT (-76.875 9.375)
4790,POINT (-76.875 9.625)
4791,POINT (-76.875 9.875)
4792,POINT (-76.875 10.125)
4793,POINT (-76.875 10.375)
4794,POINT (-76.875 10.625)
4795,POINT (-76.875 10.875)
4796,POINT (-76.875 11.125)
4797,POINT (-76.875 11.375)
4798,POINT (-76.875 11.625)
4799,POINT (-76.875 11.875)
4800,POINT (-76.875 12.125)
4801,POINT (-76.875 12.375)
4802,POINT (-76.875 12.625)
4803,POINT (-76.875 12.875)
4804,POINT (-76.875 13.125)
4805,POINT (-76.875 13.375)
4806,POINT (-76.875 13.625)
4807,POINT (-76.875 13.875)
4808,POINT (-76.875 14.125)
4809,POINT (-76.875 14.375)
4810,POINT (-76.875 14.625)
4811,POINT (-76.875 14.875)
4812,POINT (-76.875 15.125)
4813,POINT (-76.875 15.375)
4814,POINT (-76.875 15.625)
4815,POINT (-76.875 15.875)
4816,POINT (-76.875 16.125)
4817,POINT (-76.875 16.375)
4818,POINT (-76.875 16.625)
4819,POINT (-76.875 16.875)
4820,POINT (-76.875 17.125)
4821,POINT (-76.875 17.375)
4822,POINT (-76.875 17.625)
4823,POINT (-76.875 17.875)
4824,POINT (-76.625 0.125)
4825,POINT (-76.625 0.375)
4826,POINT (-76.625 0.625)
4827,POINT (-76.625 0.875)
4828,POINT (-76.625 1.125)
4829,POINT (-76.625 1.375)
4830,POINT (-76.625 1.625)
4831,POINT (-76.625 1.875)
4832,POINT (-76.625 2.125)
4833,POINT (-76.625 2.375)
4834,POINT (-76.625 2.625)
4835,POINT (-76.625 2.875)
4836,POINT (-76.625 3.125)
4837,POINT (-76.625 3.375)
4838,POINT (-76.625 3.625)
4839,POINT (-76.625 3.875)
4840,POINT (-76.625 4.125)
4841,POINT (-76.625 4.375)
4842,POINT (-76.625 4.625)
4843,POINT (-76.625 4.875)
4844,POINT (-76.625 5.125)
4845,POINT (-76.625 5.375)
4846,POINT (-76.625 5.625)
4847,POINT (-76.625 5.875)
4848,POINT (-76.625 6.125)
4849,POINT (-76.625 6.375)
4850,POINT (-76.625 6.625)
4851,POINT (-76.625 6.875)
4852,POINT (-76.625 7.125)
4853,POINT (-76.625 7.375)
4854,POINT (-76.625 7.625)
4855,POINT (-76.625 7.875)
4856,POINT (-76.625 8.125)
4857,POINT (-76.625 8.375)
4858,POINT (-76.625 8.625)
4859,POINT (-76.625 8.875)
4860,POINT (-76.625 9.125)
4861,POINT (-76.625 9.375)
4862,POINT (-76.625 9.625)
4863,POINT (-76.625 9.875)
4864,POINT (-76.625 10.125)
4865,POINT (-76.625 10.375)
4866,POINT (-76.625 10.625)
4867,POINT (-76.625 10.875)
4868,POINT (-76.625 11.125)
4869,POINT (-76.625 11.375)
4870,POINT (-76.625 11.625)
4871,POINT (-76.625 11.875)
4872,POINT (-76.625 12.125)
4873,POINT (-76.625 12.375)
4874,POINT (-76.625 12.625)
4875,POINT (-76.625 12.875)
4876,POINT (-76.625 13.125)
4877,POINT (-76.625 13.375)
4878,POINT (-76.625 13.625)
4879,POINT (-76.625 13.875)
4880,POINT (-76.625 14.125)
4881,POINT (-76.625 14.375)
4882,POINT (-76.625 14.625)
4883,POINT (-76.625 14.875)
4884,POINT (-76.625 15.125)
4885,POINT (-76.625 15.375)
4886,POINT (-76.625 15.625)
4887,POINT (-76.625 15.875)
4888,POINT (-76.625 16.125)
4889,POINT (-76.625 16.375)
4890,POINT (-76.625 16.625)
4891,POINT (-76.625 16.875)
4892,POINT (-76.625 17.125)
4893,POINT (-76.625 17.375)
4894,POINT (-76.625 17.625)
4895,POINT (-76.625 17.875)
4896,POINT (-76.375 0.125)
4897,POINT (-76.375 0.375)
4898,POINT (-76.375 0.625)
4899,POINT (-76.375 0.875)
4900,POINT (-76.375 1.125)
4901,POINT (-76.375 1.375)
4902,POINT (-76.375 1.625)
4903,POINT (-76.375 1.875)
4904,POINT (-76.375 2.125)
4905,POINT (-76.375 2.375)
4906,POINT (-76.375 2.625)
4907,POINT (-76.375 2.875)
4908,POINT (-76.375 3.125)
4909,POINT (-76.375 3.375)
4910,POINT (-76.375 3.625)
4911,POINT (-76.375 3.875)
4912,POINT (-76.375 4.125)
4913,POINT (-76.375 4.375)
4914,POINT (-76.375 4.625)
4915,POINT (-76.375 4.875)
4916,POINT (-76.375 5.125)
4917,POINT (-76.375 5.375)
4918,POINT (-76.375 5.625)
4919,POINT (-76.375 5.875)
4920,POINT (-76.375 6.125)
4921,POINT (-76.375 6.375)
4922,POINT (-76.375 6.625)
4923,POINT (-76.375 6.875)
4924,POINT (-76.375 7.125)
4925,POINT (-76.375 7.375)
4926,POINT (-76.375 7.625)
4927,POINT (-76.375 7.875)
4928,POINT (-76.375 8.125)
4929,POINT (-76.375 8.375)
4930,POINT (-76.375 8.625)
4931,POINT (-76.375 8.875)
4932,POINT (-76.375 9.125)
4933,POINT (-76.375 9.375)
4934,POINT (-76.375 9.625)
4935,POINT (-76.375 9.875)
4936,POINT (-76.375 10.125)
4937,POINT (-76.375 10.375)
4938,POINT (-76.375 10.625)
4939,POINT (-76.375 10.875)
4940,POINT (-76.375 11.125)
4941,POINT (-76.375 11.375)
4942,POINT (-76.375 11.625)
4943,POINT (-76.375 11.875)
4944,POINT (-76.375 12.125)
4945,POINT (-76.375 12.375)
4946,POINT (-76.375 12.625)
4947,POINT (-76.375 12.875)
4948,POINT (-76.375 13.125)
4949,POINT (-76.375 13.375)
4950,POINT (-76.375 13.625)
4951,POINT (-76.375 13.875)
4952,POINT (-76.375 14.125)
4953,POINT (-76.375 14.375)
4954,POINT (-76.375 14.625)
4955,POINT (-76.375 14.875)
4956,POINT (-76.375 15.125)
4957,POINT (-76.375 15.375)
4958,POINT (-76.375 15.625)
4959,POINT (-76.375 15.875)
4960,POINT (-76.375 16.125)
4961,POINT (-76.375 16.375)
4962,POINT (-76.375 16.625)
4963,POINT (-76.375 16.875)
4964,POINT (-76.375 17.125)
4965,POINT (-76.375 17.375)
4966,POINT (-76.375 17.625)
4967,POINT (-76.375 17.875)
4968,POINT (-76.125 0.125)
4969,POINT (-76.125 0.375)
4970,POINT (-76.125 0.625)
4971,POINT (-76.125 0.875)
4972,POINT (-76.125 1.125)
4973,POINT (-76.125 1.375)
4974,POINT (-76.125 1.625)
4975,POINT (-76.125 1.875)
4976,POINT (-76.125 2.125)
4977,POINT (-76.125 2.375)
4978,POINT (-76.125 2.625)
4979,POINT (-76.125 2.875)
4980,POINT (-76.125 3.125)
4981,POINT (-76.125 3.375)
4982,POINT (-76.125 3.625)
4983,POINT (-76.125 3.875)
4984,POINT (-76.125 4.125)
4985,POINT (-76.125 4.375)
4986,POINT (-76.125 4.625)
4987,POINT (-76.125 4.875)
4988,POINT (-76.125 5.125)
4989,POINT (-76.125 5.375)
4990,POINT (-76.125 5.625)
4991,POINT (-76.125 5.875)
4992,POINT (-76.125 6.125)
4993,POINT (-76.125 6.375)
4994,POINT (-76.125 6.625)
